gene_id,chromosome,geneStart,geneEnd,targetsTSS,controlTSS,utr3Segment,target5utr,control5utr,utr3segs.distalSegment,cdsexons,strand,tissue,geneType
FBgn0011206,3L,9097629,9135905,9125313-9125813,9134405-9134905,9096878-9107155,9125167-9125313,9134317-9134405,9096878-9103792,9107342-9130608,-,embryos,dominant
FBgn0016070,3L,8990317,8999489,8997989-8998505,8997094-8997594,8990229-8998005,8997579-8997989,8996854-8997094,8990229-8991537,8991222-8995565,-,embryos,dominant
FBgn0035849,3L,8183361,8188171,8185670-8186170,8186671-8187171,8182990-8185042,8185567-8185670,8186179-8186671,8182990-8184427,8184484-8185042,-,embryos,dominant
FBgn0016694,3L,7811458,7868869,7855548-7856048,7828018-7828518,7811916-7816412,7855279-7855548,7827676-7828018,7811916-7814201,7816484-7854189,-,embryos,dominant
FBgn0052369,3L,7777105,7811325,7809825-7810325,7804675-7805175,7776798-7779744,7808997-7809825,7803269-7804675,7776798-7778736,7778798-7804707,-,embryos,dominant
FBgn0261788,3L,7655389,7719895,7695654-7696154,7713647-7714147,7655390-7709350,7695376-7695654,7713138-7713647,7655390-7656203,7661981-7710969,-,embryos,dominant
FBgn0004910,3L,3909973,3937117,3935617-3936117,3933637-3934137,3909932-3914002,3935486-3935617,3933247-3933637,3909932-3913774,3913626-3930996,-,embryos,dominant
FBgn0035253,3L,1654247,1666564,1664241-1664741,1665064-1665564,1654239-1661592,1664090-1664241,1664918-1665064,1654239-1654726,1654807-1664844,-,embryos,dominant
FBgn0001316,3L,434083,542114,540614-541114,441096-441596,434038-443325,539899-540614,440494-441096,434038-442579,436222-514705,-,embryos,dominant
FBgn0035049,2R,24671294,24689684,24685090-24685590,24687377-24687877,24671295-24676125,24684707-24685090,24687003-24687377,24671295-24672306,24672551-24682441,-,embryos,dominant
FBgn0263006,2R,23925077,23937384,23935680-23936180,23933740-23934240,23926912-23932591,23935580-23935680,23933691-23933740,23926912-23927181,23929314-23932814,-,embryos,dominant
FBgn0028497,2R,23389009,23398180,23396680-23397180,23395421-23395921,23389001-23393480,23396429-23396680,23394917-23395421,23389001-23389009,23389719-23393480,-,embryos,dominant
FBgn0028371,2R,22717321,22741959,22729272-22729772,22740459-22740959,22717248-22724157,22729101-22729272,22740369-22740459,22717248-22717810,22717873-22736915,-,embryos,dominant
FBgn0003175,2R,22494297,22563565,22514099-22514599,22546558-22547058,22494295-22499736,22512811-22514099,22546455-22546558,22494295-22494295,22497108-22561142,-,embryos,dominant
FBgn0010415,2R,21392402,21482676,21481176-21481676,21417074-21417574,21392403-21399313,21480091-21481176,21416880-21417074,21392403-21394735,21394878-21480378,-,embryos,dominant
FBgn0003435,2R,19517864,19633008,19631508-19632008,19630640-19631140,19523641-19532374,19631037-19631508,19630484-19630640,19523641-19530700,19532170-19629070,-,embryos,dominant
FBgn0263391,2R,19397032,19426403,19424903-19425403,19424114-19424614,19396971-19410516,19424823-19424903,19423594-19424114,19396971-19398805,19399026-19423797,-,embryos,dominant
FBgn0264753,2R,19311148,19358025,19356525-19357025,19325496-19325996,19311149-19317636,19356208-19356525,19325198-19325496,19311149-19312714,19312785-19349911,-,embryos,dominant
FBgn0022238,2R,18154095,18159692,18158018-18158518,18158192-18158692,18154061-18155342,18157846-18158018,18157973-18158192,18154061-18155342,18155405-18156165,-,embryos,dominant
FBgn0016059,2R,17672839,17684999,17683499-17683999,17679255-17679755,17672840-17679255,17682895-17683499,17679060-17679255,17672840-17674508,17674572-17678782,-,embryos,dominant
FBgn0265991,2R,15762565,15818504,15817004-15817504,15814917-15815417,15762555-15781079,15816760-15817004,15814729-15814917,15762555-15762565,15763350-15803487,-,embryos,dominant
FBgn0023441,2R,15657318,15678169,15665094-15665594,15676669-15677169,15657215-15663170,15664324-15665094,15676489-15676669,15657215-15660128,15658610-15672285,-,embryos,dominant
FBgn0265194,2R,15262808,15310868,15286597-15287097,15308997-15309497,15262809-15266970,15286138-15286597,15308842-15308997,15262809-15264757,15264819-15307298,-,embryos,dominant
FBgn0261854,2R,14944458,14964469,14962969-14963469,14958456-14958956,14944459-14952589,14962887-14962969,14958244-14958456,14944459-14945114,14946150-14961841,-,embryos,dominant
FBgn0033983,2R,14929703,14936361,14933304-14933804,14934861-14935361,14928741-14933304,14932855-14933304,14934801-14934861,14928741-14930627,14930687-14933325,-,embryos,dominant
FBgn0260964,2R,13513132,13535751,13532989-13533489,13534251-13534751,13513113-13519963,13531414-13532989,13532661-13534251,13513113-13517987,13518538-13531619,-,embryos,dominant
FBgn0004638,2R,13495222,13504341,13502293-13502793,13502841-13503341,13495223-13497533,13501813-13502293,13502691-13502841,13495223-13497151,13497368-13502091,-,embryos,dominant
FBgn0013765,2R,13439314,13451975,13449400-13449900,13450475-13450975,13439315-13443816,13448997-13449400,13450174-13450475,13439315-13440328,13440392-13447328,-,embryos,dominant
FBgn0259221,2R,13414978,13440551,13429895-13430395,13424736-13425236,13414972-13419085,13429789-13429895,13423914-13424736,13414972-13414978,13415875-13438823,-,embryos,dominant
FBgn0022764,2R,12575240,12594417,12589152-12589652,12592917-12593417,12575124-12586072,12588716-12589152,12592729-12592917,12575124-12575127,12576568-12592445,-,embryos,dominant
FBgn0033638,2R,11619479,11642441,11632579-11633080,11640941-11641441,11619295-11632580,11631941-11632515,11640146-11640941,11619295-11621040,11621116-11629434,-,embryos,dominant
FBgn0033636,2R,11577485,11617545,11604936-11605436,11616045-11616545,11578881-11587025,11604769-11604936,11615579-11616045,11578881-11579983,11580049-11599640,-,embryos,dominant
FBgn0283521,2R,10481894,10544791,10543291-10543791,10541666-10542166,10481872-10541666,10542905-10543291,10541345-10541595,10481872-10481886,10502358-10533968,-,embryos,dominant
FBgn0000448,2R,10203995,10238848,10227957-10228457,10234607-10235107,10203996-10208128,10227329-10227957,10232024-10234607,10203996-10204035,10208191-10224024,-,embryos,dominant
FBgn0085436,2R,9566146,9580507,9578010-9578510,9579007-9579507,9566147-9568086,9577690-9578010,9578185-9579007,9566147-9568086,9568563-9576384,-,embryos,dominant
FBgn0016078,2R,9400531,9414963,9413463-9413963,9409492-9409992,9400330-9402835,9413225-9413463,9409213-9409492,9400330-9400380,9402409-9409653,-,embryos,dominant
FBgn0033402,2R,9302823,9310222,9308388-9308888,9308722-9309222,9302211-9305402,9307269-9308388,9307269-9308722,9302211-9304335,9304974-9305756,-,embryos,dominant
FBgn0020621,2R,9252310,9286597,9285097-9285597,9270324-9270824,9252311-9254207,9284959-9285097,9268369-9270324,9252311-9253436,9254275-9284129,-,embryos,dominant
FBgn0266526,2R,7737019,7784137,7745297-7745797,7758877-7759377,7718447-7742189,7744880-7745297,7758035-7758877,7718447-7737569,7719376-7779885,-,embryos,dominant
FBgn0042135,2R,7716807,7737122,7735622-7736122,7722655-7723155,7716782-7719574,7735377-7735622,7719843-7722655,7716782-7719306,7719376-7729708,-,embryos,dominant
FBgn0033212,2R,7676540,7700402,7698902-7699402,7681836-7682336,7676541-7678626,7698110-7698902,7681308-7681836,7676541-7677734,7677998-7688293,-,embryos,dominant
FBgn0259745,2R,7478853,7491323,7489823-7490323,7488692-7489192,7478854-7485815,7489646-7489823,7488456-7488692,7478854-7478876,7483647-7489570,-,embryos,dominant
FBgn0085421,2R,6759715,6800441,6798941-6799441,6789023-6789523,6759716-6763183,6798770-6798941,6788462-6789023,6759716-6762774,6762834-6797412,-,embryos,dominant
FBgn0000546,2R,6087873,6170587,6157129-6157629,6169087-6169587,6087764-6093949,6156930-6157129,6168756-6169087,6087764-6091866,6093797-6156414,-,embryos,dominant
FBgn0086779,2L,21740041,21758966,21753723-21754223,21757466-21757966,21740042-21742008,21753688-21753723,21757164-21757466,21740042-21741735,21741795-21756627,-,embryos,dominant
FBgn0032955,2L,21614232,21625580,21618774-21619274,21623627-21624127,21611260-21618774,21618496-21618774,21623366-21623627,21611260-21614232,21615103-21618110,-,embryos,dominant
FBgn0032901,2L,20871335,20920431,20917461-20917961,20918931-20919431,20871327-20877083,20916905-20917461,20918799-20918931,20871327-20871335,20873957-20917142,-,embryos,dominant
FBgn0041789,2L,19400753,19428096,19423552-19424052,19404789-19405289,19400754-19404789,19419869-19423552,19404750-19404789,19400754-19401372,19403999-19420191,-,embryos,dominant
FBgn0260632,2L,17436830,17451864,17450364-17450864,17445567-17446067,17436831-17442582,17449296-17450364,17445249-17445567,17436831-17437323,17437419-17449368,-,embryos,dominant
FBgn0032614,2L,16842300,16850216,16847197-16847697,16848716-16849216,16841733-16843394,16846751-16847197,16848600-16848716,16841733-16842300,16843513-16846964,-,embryos,dominant
FBgn0000307,2L,16342430,16354128,16352628-16353128,16350283-16350783,16342431-16349472,16351927-16352628,16349987-16350283,16342431-16342751,16342822-16349472,-,embryos,dominant
FBgn0024734,2L,16245835,16259106,16257606-16258106,16251788-16252288,16245836-16251788,16257076-16257606,16251241-16251788,16245836-16247186,16247253-16250158,-,embryos,dominant
FBgn0010382,2L,15727581,15749650,15731784-15732284,15748150-15748650,15727582-15729156,15731002-15731784,15747833-15748150,15727582-15729156,15729274-15750651,-,embryos,dominant
FBgn0023407,2L,13500624,13550828,13549328-13549828,13547771-13548271,13500872-13506683,13549132-13549328,13547752-13547771,13500872-13502656,13508621-13547303,-,embryos,dominant
FBgn0259176,2L,12455540,12548111,12461256-12461756,12504832-12505332,12455541-12461256,12460589-12461256,12504079-12504832,12455541-12456887,12477115-12498903,-,embryos,dominant
FBgn0043841,2L,12403270,12424939,12423439-12423939,12421862-12422362,12403247-12409623,12423334-12423439,12421641-12421862,12403247-12403270,12407185-12421829,-,embryos,dominant
FBgn0267828,2L,10510672,10518718,10517218-10517718,10516668-10517168,10510673-10512869,10516995-10517218,10516486-10516668,10510673-10512608,10512668-10516893,-,embryos,dominant
FBgn0003502,2L,8258373,8302579,8297124-8297624,8301079-8301579,8258333-8284064,8296441-8297124,8300506-8301079,8258333-8258692,8260698-8298340,-,embryos,dominant
FBgn0264895,2L,7497805,7580480,7530574-7531074,7576607-7577107,7497799-7499754,7529202-7530574,7575734-7576607,7497799-7497805,7499266-7568978,-,embryos,dominant
FBgn0085407,2L,7098188,7159195,7134069-7134569,7157695-7158195,7098189-7100555,7132724-7134069,7155487-7157695,7098189-7100207,7100278-7118923,-,embryos,dominant
FBgn0015777,2L,6789770,6800362,6794599-6795099,6796783-6797283,6789771-6790967,6794317-6794599,6796337-6796783,6789771-6790742,6790799-6798516,-,embryos,dominant
FBgn0051635,2L,6632798,6650614,6649114-6649614,6648145-6648645,6632799-6649114,6649030-6649114,6647921-6648145,6632799-6637024,6635653-6646947,-,embryos,dominant
FBgn0000308,2L,5972115,5982518,5980101-5980601,5981018-5981518,5972116-5976782,5979940-5980101,5980951-5981018,5972116-5973674,5976611-5979704,-,embryos,dominant
FBgn0053113,2L,4992808,5011220,5009720-5010220,4997381-4997881,4992703-4994444,5008181-5009720,4997114-4997381,4992703-4994277,4994339-5004774,-,embryos,dominant
FBgn0014396,2L,3493986,3509619,3507218-3507718,3508119-3508619,3480756-3501299,3507189-3507218,3507196-3508119,3480756-3493986,3495480-3506756,-,embryos,dominant
FBgn0014010,2L,2359142,2366773,2364721-2365221,2364954-2365454,2358945-2364954,2361160-2364721,2364890-2364954,2358945-2360015,2360456-2361585,-,embryos,dominant
FBgn0000097,2L,2156484,2180254,2178754-2179254,2161527-2162027,2156456-2161527,2177847-2178754,2161010-2161527,2156456-2156484,2158468-2171198,-,embryos,dominant
FBgn0031294,2L,1008378,1049553,1048053-1048553,1043218-1043718,1011422-1014716,1047956-1048053,1042964-1043218,1011422-1014484,1014550-1047022,-,embryos,dominant
FBgn0031245,2L,283385,293295,291795-292295,286531-287031,283386-291031,291607-291795,286307-286531,283386-284210,284748-291031,-,embryos,dominant
FBgn0031453,2L,2750945,2757975,2752734-2753238,2752301-2752801,2752801-2757980,2753234-2753660,2752801-2753660,2757169-2757980,2753372-2756170,+,ovaries,dominant
FBgn0021800,2L,3802045,3810671,3803046-3803546,3805183-3805683,3803546-3810671,3803546-3803730,3805683-3806821,3810435-3810671,3806969-3807461,+,ovaries,dominant
FBgn0262872,2L,7036323,7056010,7041860-7042360,7048773-7049273,7053476-7056010,7042360-7042512,7049273-7049725,7053476-7056010,7046254-7053365,+,ovaries,dominant
FBgn0261822,2L,8081920,8116531,8082921-8083421,8087805-8088305,8107238-8116536,8083421-8083521,8088305-8089736,8114859-8116536,8088610-8107880,+,ovaries,dominant
FBgn0027932,2L,8414190,8431297,8411892-8412392,8411647-8412147,8412147-8431458,8419873-8420064,8415691-8415886,8430281-8431458,8426874-8429462,+,ovaries,dominant
FBgn0016122,2L,8520433,8525740,8521434-8521934,8521635-8522136,8524743-8525740,8521934-8522325,8522135-8522325,8524743-8525740,8522402-8524684,+,ovaries,dominant
FBgn0028394,2L,8527641,8541439,8528642-8529143,8535287-8535787,8529143-8541552,8529142-8529367,8535787-8535845,8541543-8541552,8535918-8537463,+,ovaries,dominant
FBgn0002973,2L,9435969,9464184,9449331-9449831,9436970-9437470,9460505-9464273,9449831-9450381,9437470-9437959,9460938-9464273,9447018-9460753,+,ovaries,dominant
FBgn0032135,2L,9614969,9623109,9616337-9616837,9612915-9613415,9615532-9623564,9616837-9617609,9613415-9615448,9623110-9623564,9621145-9622308,+,ovaries,dominant
FBgn0040233,2L,11268280,11277846,11269281-11269781,11271311-11271811,11276399-11277924,11269781-11270042,11271811-11272291,11277441-11277924,11270118-11277375,+,ovaries,dominant
FBgn0020443,2L,12432952,12441279,12434393-12434893,12433953-12434453,12434453-12441279,12434893-12435423,12434453-12435423,12439521-12441279,12437813-12439464,+,ovaries,dominant
FBgn0051729,2L,13288497,13301668,13295849-13296349,13289498-13289998,13298559-13301668,13296349-13296745,13289998-13291291,13300932-13301668,13297619-13300874,+,ovaries,dominant
FBgn0020503,2L,17383200,17409698,17384201-17384701,17388842-17389342,17400893-17409711,17384701-17384839,17389342-17389530,17409699-17409711,17385444-17409299,+,ovaries,dominant
FBgn0010300,2L,19132316,19179758,19158041-19158541,19133317-19133817,19168095-19179761,19158541-19158755,19133817-19134276,19172568-19179761,19145794-19171251,+,ovaries,dominant
FBgn0263144,2R,6213068,6240602,6220541-6221041,6214069-6214569,6237603-6240687,6221041-6221276,6214569-6214751,6240603-6240687,6233256-6238910,+,ovaries,dominant
FBgn0028408,2R,9290356,9302821,9291357-9291857,9294296-9294796,9298267-9302688,9291857-9292869,9294796-9295782,9301516-9302688,9297266-9297536,+,ovaries,dominant
FBgn0033544,2R,10729835,10738370,10735175-10735676,10731029-10731529,10732700-10738617,10735676-10736055,10731529-10731796,10737357-10738617,10731659-10737291,+,ovaries,dominant
FBgn0002643,2R,13989703,14060356,14031164-14031664,13990704-13991204,14055763-14059836,14031664-14031839,13991204-13991492,14058698-14059836,13991978-14057196,+,ovaries,dominant
FBgn0034345,2R,18419913,18426221,18420914-18421414,18422433-18422933,18424326-18426221,18421414-18421553,18422933-18423723,18425340-18426221,18423969-18425076,+,ovaries,dominant
FBgn0034389,2R,18760258,18774824,18770979-18771479,18761259-18761759,18773398-18774921,18771479-18771891,18761759-18762221,18773663-18774921,18768275-18773605,+,ovaries,dominant
FBgn0027529,2R,20317680,20325973,20318681-20319181,20319997-20320497,20320497-20325973,20319181-20319337,20320497-20320688,20325845-20325973,20319795-20325537,+,ovaries,dominant
FBgn0004362,2R,21699958,21716727,21712857-21713357,21713637-21714137,21715692-21716727,21713357-21713387,21714137-21714166,21715692-21716727,21715406-21715617,+,ovaries,dominant
FBgn0265192,2R,22059450,22069757,22060451-22060951,22066384-22066884,22068736-22085767,22060951-22061260,22066884-22067282,22069726-22085767,22068427-22084924,+,ovaries,dominant
FBgn0020386,3L,127950,145895,131313-131813,128951-129451,141770-146273,131813-132530,129451-129888,145096-146273,135458-143217,+,ovaries,dominant
FBgn0266696,3L,2376155,2499226,2466362-2466862,2400010-2400510,2402555-2499226,2466862-2467269,2400510-2400616,2499033-2499226,2402555-2498346,+,ovaries,dominant
FBgn0035357,3L,2630215,2641984,2635263-2635763,2631216-2631716,2637068-2641984,2635763-2636001,2631716-2632121,2641012-2641984,2633538-2640926,+,ovaries,dominant
FBgn0035397,3L,3069633,3090406,3081069-3081569,3070634-3071134,3087699-3090435,3081569-3082227,3071134-3071189,3090407-3090435,3071257-3088119,+,ovaries,dominant
FBgn0263108,3L,3147146,3158408,3148147-3148647,3148403-3148903,3151264-3158408,3148647-3148687,3148903-3149160,3157200-3158408,3149628-3157141,+,ovaries,dominant
FBgn0053523,3L,5922362,5930120,5926372-5926872,5927283-5927783,5926737-5930419,5926872-5927066,5927783-5927907,5930417-5930419,5924837-5929039,+,ovaries,dominant
